Year,Month,Day,SiteID,RAIN,TR05,TR25,TR60,60cm MP,60cm VWC,60cm Se,60cm HC
    ,     ,   ,      , in ,degC,degC,degC,kPa    ,cm3/cm3 ,cm3/cm3,cm/d   
1994,1,1,MARE,0,-999,-999,-999,,,,
1994,1,2,MARE,0.08,-999,-999,-999,,,,
1994,1,3,MARE,0,-999,-999,-999,,,,
1994,1,4,MARE,0,-999,-999,-999,,,,
1994,1,5,MARE,0,-999,-999,-999,,,,
1994,1,6,MARE,0,-999,-999,-999,,,,
1994,1,7,MARE,0,-999,-999,-999,,,,
1994,1,8,MARE,0,-999,-999,-999,,,,
1994,1,9,MARE,0,-999,-999,-999,,,,
1994,1,10,MARE,0,-999,-999,-999,,,,
1994,1,11,MARE,0,-999,-999,-999,,,,
1994,1,12,MARE,0,-999,-999,-999,,,,
1994,1,13,MARE,0,-999,-999,-999,,,,
1994,1,14,MARE,0,-999,-999,-999,,,,
1994,1,15,MARE,0,-999,-999,-999,,,,
1994,1,16,MARE,0.03,-999,-999,-999,,,,
1994,1,17,MARE,0,-999,-999,-999,,,,
1994,1,18,MARE,0,-999,-999,-999,,,,
1994,1,19,MARE,0,-999,-999,-999,,,,
1994,1,20,MARE,0,-999,-999,-999,,,,
1994,1,21,MARE,0,-999,-999,-999,,,,
1994,1,22,MARE,0.01,-999,-999,-999,,,,
1994,1,23,MARE,0,-999,-999,-999,,,,
1994,1,24,MARE,0,-999,-999,-999,,,,
1994,1,25,MARE,0,-999,-999,-999,,,,
1994,1,26,MARE,0.03,-999,-999,-999,,,,
1994,1,27,MARE,0,-999,-999,-999,,,,
1994,1,28,MARE,0,-999,-999,-999,,,,
1994,1,29,MARE,0,-999,-999,-999,,,,
1994,1,30,MARE,0,-999,-999,-999,,,,
1994,1,31,MARE,0,-999,-999,-999,,,,
1994,2,1,MARE,0,-999,-999,-999,,,,
1994,2,2,MARE,0,-999,-999,-999,,,,
1994,2,3,MARE,0,-999,-999,-999,,,,
1994,2,4,MARE,0,-999,-999,-999,,,,
1994,2,5,MARE,0,-999,-999,-999,,,,
1994,2,6,MARE,0,-999,-999,-999,,,,
1994,2,7,MARE,0,-999,-999,-999,,,,
1994,2,8,MARE,0,-999,-999,-999,,,,
1994,2,9,MARE,0,-999,-999,-999,,,,
1994,2,10,MARE,0,-999,-999,-999,,,,
1994,2,11,MARE,0,-999,-999,-999,,,,
1994,2,12,MARE,0,-999,-999,-999,,,,
1994,2,13,MARE,0,-999,-999,-999,,,,
1994,2,14,MARE,0,-999,-999,-999,,,,
1994,2,15,MARE,0,-999,-999,-999,,,,
1994,2,16,MARE,0,-999,-999,-999,,,,
1994,2,17,MARE,0,-999,-999,-999,,,,
1994,2,18,MARE,0,-999,-999,-999,,,,
1994,2,19,MARE,0.51,-999,-999,-999,,,,
1994,2,20,MARE,0,-999,-999,-999,,,,
1994,2,21,MARE,0.45,-999,-999,-999,,,,
1994,2,22,MARE,0.54,-999,-999,-999,,,,
1994,2,23,MARE,0.01,-999,-999,-999,,,,
1994,2,24,MARE,0.01,-999,-999,-999,,,,
1994,2,25,MARE,0,-999,-999,-999,,,,
1994,2,26,MARE,0,-999,-999,-999,,,,
1994,2,27,MARE,0,-999,-999,-999,,,,
1994,2,28,MARE,0.08,-999,-999,-999,,,,
1994,3,1,MARE,0.53,-999,-999,-999,,,,
1994,3,2,MARE,0.01,-999,-999,-999,,,,
1994,3,3,MARE,0,-999,-999,-999,,,,
1994,3,4,MARE,0,-999,-999,-999,,,,
1994,3,5,MARE,0,-999,-999,-999,,,,
1994,3,6,MARE,0,-999,-999,-999,,,,
1994,3,7,MARE,0.11,-999,-999,-999,,,,
1994,3,8,MARE,0.82,-999,-999,-999,,,,
1994,3,9,MARE,0.32,-999,-999,-999,,,,
1994,3,10,MARE,0.1,-999,-999,-999,,,,
1994,3,11,MARE,0,-999,-999,-999,,,,
1994,3,12,MARE,0,-999,-999,-999,,,,
1994,3,13,MARE,0,-999,-999,-999,,,,
1994,3,14,MARE,0,-999,-999,-999,,,,
1994,3,15,MARE,0,-999,-999,-999,,,,
1994,3,16,MARE,0,-999,-999,-999,,,,
1994,3,17,MARE,0,-999,-999,-999,,,,
1994,3,18,MARE,0,-999,-999,-999,,,,
1994,3,19,MARE,0,-999,-999,-999,,,,
1994,3,20,MARE,0,-999,-999,-999,,,,
1994,3,21,MARE,0,-999,-999,-999,,,,
1994,3,22,MARE,0,-999,-999,-999,,,,
1994,3,23,MARE,0,-999,-999,-999,,,,
1994,3,24,MARE,0,-999,-999,-999,,,,
1994,3,25,MARE,0.01,-999,-999,-999,,,,
1994,3,26,MARE,0.5,-999,-999,-999,,,,
1994,3,27,MARE,0.01,-999,-999,-999,,,,
1994,3,28,MARE,0,-999,-999,-999,,,,
1994,3,29,MARE,0,-999,-999,-999,,,,
1994,3,30,MARE,0,-999,-999,-999,,,,
1994,3,31,MARE,0,-999,-999,-999,,,,
1994,4,1,MARE,0,-999,-999,-999,,,,
1994,4,2,MARE,0,-999,-999,-999,,,,
1994,4,3,MARE,0,-999,-999,-999,,,,
1994,4,4,MARE,0,-999,-999,-999,,,,
1994,4,5,MARE,0.01,-999,-999,-999,,,,
1994,4,6,MARE,0,-999,-999,-999,,,,
1994,4,7,MARE,0,-999,-999,-999,,,,
1994,4,8,MARE,0,-999,-999,-999,,,,
1994,4,9,MARE,0.51,-999,-999,-999,,,,
1994,4,10,MARE,0.8,-999,-999,-999,,,,
1994,4,11,MARE,1.67,-999,-999,-999,,,,
1994,4,12,MARE,0,-999,-999,-999,,,,
1994,4,13,MARE,0,-999,-999,-999,,,,
1994,4,14,MARE,0,-999,-999,-999,,,,
1994,4,15,MARE,0,-999,-999,-999,,,,
1994,4,16,MARE,0,-999,-999,-999,,,,
1994,4,17,MARE,0,-999,-999,-999,,,,
1994,4,18,MARE,0,-999,-999,-999,,,,
1994,4,19,MARE,0,-999,-999,-999,,,,
1994,4,20,MARE,0,-999,-999,-999,,,,
1994,4,21,MARE,0.1,-999,-999,-999,,,,
1994,4,22,MARE,0.06,-999,-999,-999,,,,
1994,4,23,MARE,0,-999,-999,-999,,,,
1994,4,24,MARE,0,-999,-999,-999,,,,
1994,4,25,MARE,0.24,-999,-999,-999,,,,
1994,4,26,MARE,0,-999,-999,-999,,,,
1994,4,27,MARE,0.11,-999,-999,-999,,,,
1994,4,28,MARE,0.27,-999,-999,-999,,,,
1994,4,29,MARE,1.31,-999,-999,-999,,,,
1994,4,30,MARE,0,-999,-999,-999,,,,
1994,5,1,MARE,0,-999,-999,-999,,,,
1994,5,2,MARE,0.65,-999,-999,-999,,,,
1994,5,3,MARE,0,-999,-999,-999,,,,
1994,5,4,MARE,0,-999,-999,-999,,,,
1994,5,5,MARE,0,-999,-999,-999,,,,
1994,5,6,MARE,0,-999,-999,-999,,,,
1994,5,7,MARE,0.18,-999,-999,-999,,,,
1994,5,8,MARE,0,-999,-999,-999,,,,
1994,5,9,MARE,0.01,-999,-999,-999,,,,
1994,5,10,MARE,0,-999,-999,-999,,,,
1994,5,11,MARE,0.06,-999,-999,-999,,,,
1994,5,12,MARE,0,-999,-999,-999,,,,
1994,5,13,MARE,0,-999,-999,-999,,,,
1994,5,14,MARE,0.01,-999,-999,-999,,,,
1994,5,15,MARE,0,-999,-999,-999,,,,
1994,5,16,MARE,0,-999,-999,-999,,,,
1994,5,17,MARE,0,-999,-999,-999,,,,
1994,5,18,MARE,0,-999,-999,-999,,,,
1994,5,19,MARE,0,-999,-999,-999,,,,
1994,5,20,MARE,0,-999,-999,-999,,,,
1994,5,21,MARE,-996,-999,-999,-999,,,,
1994,5,22,MARE,-996,-999,-999,-999,,,,
1994,5,23,MARE,-996,-999,-999,-999,,,,
1994,5,24,MARE,0.01,-999,-999,-999,,,,
1994,5,25,MARE,0.23,-999,-999,-999,,,,
1994,5,26,MARE,0.01,-999,-999,-999,,,,
1994,5,27,MARE,0,-999,-999,-999,,,,
1994,5,28,MARE,0,-999,-999,-999,,,,
1994,5,29,MARE,1.17,-999,-999,-999,,,,
1994,5,30,MARE,0,-999,-999,-999,,,,
1994,5,31,MARE,0,-999,-999,-999,,,,
1994,6,1,MARE,0,-999,-999,-999,,,,
1994,6,2,MARE,0,-999,-999,-999,,,,
1994,6,3,MARE,0,-999,-999,-999,,,,
1994,6,4,MARE,0,-999,-999,-999,,,,
1994,6,5,MARE,0.27,-999,-999,-999,,,,
1994,6,6,MARE,0.04,-999,-999,-999,,,,
1994,6,7,MARE,0,-999,-999,-999,,,,
1994,6,8,MARE,0,-999,-999,-999,,,,
1994,6,9,MARE,0.29,-999,-999,-999,,,,
1994,6,10,MARE,0.04,-999,-999,-999,,,,
1994,6,11,MARE,0,-999,-999,-999,,,,
1994,6,12,MARE,0,-999,-999,-999,,,,
1994,6,13,MARE,0,-999,-999,-999,,,,
1994,6,14,MARE,0,-999,-999,-999,,,,
1994,6,15,MARE,0,-999,-999,-999,,,,
1994,6,16,MARE,0,-999,-999,-999,,,,
1994,6,17,MARE,0,-999,-999,-999,,,,
1994,6,18,MARE,0,-999,-999,-999,,,,
1994,6,19,MARE,0,-999,-999,-999,,,,
1994,6,20,MARE,0,-999,-999,-999,,,,
1994,6,21,MARE,0,-999,-999,-999,,,,
1994,6,22,MARE,0,-999,-999,-999,,,,
1994,6,23,MARE,0.05,-999,-999,-999,,,,
1994,6,24,MARE,0,-999,-999,-999,,,,
1994,6,25,MARE,0,-999,-999,-999,,,,
1994,6,26,MARE,0,-999,-999,-999,,,,
1994,6,27,MARE,0,-999,-999,-999,,,,
1994,6,28,MARE,0,-999,-999,-999,,,,
1994,6,29,MARE,0.11,-999,-999,-999,,,,
1994,6,30,MARE,0,-999,-999,-999,,,,
1994,7,1,MARE,0.01,-999,-999,-999,,,,
1994,7,2,MARE,0,-999,-999,-999,,,,
1994,7,3,MARE,0,-999,-999,-999,,,,
1994,7,4,MARE,0,-999,-999,-999,,,,
1994,7,5,MARE,0,-999,-999,-999,,,,
1994,7,6,MARE,0,-999,-999,-999,,,,
1994,7,7,MARE,0,-999,-999,-999,,,,
1994,7,8,MARE,0,-999,-999,-999,,,,
1994,7,9,MARE,0,-999,-999,-999,,,,
1994,7,10,MARE,0,-999,-999,-999,,,,
1994,7,11,MARE,0,-999,-999,-999,,,,
1994,7,12,MARE,0,-999,-999,-999,,,,
1994,7,13,MARE,0,-999,-999,-999,,,,
1994,7,14,MARE,1.5,-999,-999,-999,,,,
1994,7,15,MARE,0.01,-999,-999,-999,,,,
1994,7,16,MARE,0.54,-999,-999,-999,,,,
1994,7,17,MARE,0.02,-999,-999,-999,,,,
1994,7,18,MARE,0,-999,-999,-999,,,,
1994,7,19,MARE,0,-999,-999,-999,,,,
1994,7,20,MARE,0.02,-999,-999,-999,,,,
1994,7,21,MARE,1.01,-999,-999,-999,,,,
1994,7,22,MARE,0,-999,-999,-999,,,,
1994,7,23,MARE,0,-999,-999,-999,,,,
1994,7,24,MARE,0,-999,-999,-999,,,,
1994,7,25,MARE,0.47,-999,-999,-999,,,,
1994,7,26,MARE,0.34,-999,-999,-999,,,,
1994,7,27,MARE,0,-999,-999,-999,,,,
1994,7,28,MARE,0,-999,-999,-999,,,,
1994,7,29,MARE,0,-999,-999,-999,,,,
1994,7,30,MARE,0,-999,-999,-999,,,,
1994,7,31,MARE,0,-999,-999,-999,,,,
1994,8,1,MARE,0,-999,-999,-999,,,,
1994,8,2,MARE,0,-999,-999,-999,,,,
1994,8,3,MARE,0,-999,-999,-999,,,,
1994,8,4,MARE,0.53,-999,-999,-999,,,,
1994,8,5,MARE,0.01,-999,-999,-999,,,,
1994,8,6,MARE,0,-999,-999,-999,,,,
1994,8,7,MARE,0,-999,-999,-999,,,,
1994,8,8,MARE,0,-999,-999,-999,,,,
1994,8,9,MARE,0,-999,-999,-999,,,,
1994,8,10,MARE,0,-999,-999,-999,,,,
1994,8,11,MARE,0,-999,-999,-999,,,,
1994,8,12,MARE,0,-999,-999,-999,,,,
1994,8,13,MARE,0,-999,-999,-999,,,,
1994,8,14,MARE,0,-999,-999,-999,,,,
1994,8,15,MARE,0,-999,-999,-999,,,,
1994,8,16,MARE,0,-999,-999,-999,,,,
1994,8,17,MARE,0,-999,-999,-999,,,,
1994,8,18,MARE,0,-999,-999,-999,,,,
1994,8,19,MARE,0.28,-999,-999,-999,,,,
1994,8,20,MARE,0.84,-999,-999,-999,,,,
1994,8,21,MARE,0,-999,-999,-999,,,,
1994,8,22,MARE,0,-999,-999,-999,,,,
1994,8,23,MARE,0,-999,-999,-999,,,,
1994,8,24,MARE,0,-999,-999,-999,,,,
1994,8,25,MARE,0,-999,-999,-999,,,,
1994,8,26,MARE,0,-999,-999,-999,,,,
1994,8,27,MARE,0,-999,-999,-999,,,,
1994,8,28,MARE,0,-999,-999,-999,,,,
1994,8,29,MARE,0,-999,-999,-999,,,,
1994,8,30,MARE,0.34,-999,-999,-999,,,,
1994,8,31,MARE,0.58,-999,-999,-999,,,,
1994,9,1,MARE,0.02,-999,-999,-999,,,,
1994,9,2,MARE,0.06,-999,-999,-999,,,,
1994,9,3,MARE,0,-999,-999,-999,,,,
1994,9,4,MARE,0,-999,-999,-999,,,,
1994,9,5,MARE,0.8,-999,-999,-999,,,,
1994,9,6,MARE,0,-999,-999,-999,,,,
1994,9,7,MARE,0,-999,-999,-999,,,,
1994,9,8,MARE,0,-999,-999,-999,,,,
1994,9,9,MARE,0.01,-999,-999,-999,,,,
1994,9,10,MARE,0,-999,-999,-999,,,,
1994,9,11,MARE,0,-999,-999,-999,,,,
1994,9,12,MARE,0,-999,-999,-999,,,,
1994,9,13,MARE,0,-999,-999,-999,,,,
1994,9,14,MARE,0,-999,-999,-999,,,,
1994,9,15,MARE,0.02,-999,-999,-999,,,,
1994,9,16,MARE,0,-999,-999,-999,,,,
1994,9,17,MARE,0,-999,-999,-999,,,,
1994,9,18,MARE,0,-999,-999,-999,,,,
1994,9,19,MARE,0,-999,-999,-999,,,,
1994,9,20,MARE,0,-999,-999,-999,,,,
1994,9,21,MARE,0.38,-999,-999,-999,,,,
1994,9,22,MARE,0.09,-999,-999,-999,,,,
1994,9,23,MARE,0,-999,-999,-999,,,,
1994,9,24,MARE,0,-999,-999,-999,,,,
1994,9,25,MARE,0,-999,-999,-999,,,,
1994,9,26,MARE,0,-999,-999,-999,,,,
1994,9,27,MARE,0,-999,-999,-999,,,,
1994,9,28,MARE,0,-999,-999,-999,,,,
1994,9,29,MARE,0,-999,-999,-999,,,,
1994,9,30,MARE,0,-999,-999,-999,,,,
1994,10,1,MARE,0,-999,-999,-999,,,,
1994,10,2,MARE,0.09,-999,-999,-999,,,,
1994,10,3,MARE,0,-999,-999,-999,,,,
1994,10,4,MARE,0.29,-999,-999,-999,,,,
1994,10,5,MARE,0.05,-999,-999,-999,,,,
1994,10,6,MARE,0,-999,-999,-999,,,,
1994,10,7,MARE,0.58,-999,-999,-999,,,,
1994,10,8,MARE,0,-999,-999,-999,,,,
1994,10,9,MARE,0,-999,-999,-999,,,,
1994,10,10,MARE,0,-999,-999,-999,,,,
1994,10,11,MARE,0,-999,-999,-999,,,,
1994,10,12,MARE,0,-999,-999,-999,,,,
1994,10,13,MARE,0,-999,-999,-999,,,,
1994,10,14,MARE,0,-999,-999,-999,,,,
1994,10,15,MARE,0.24,-999,-999,-999,,,,
1994,10,16,MARE,0.02,-999,-999,-999,,,,
1994,10,17,MARE,0.05,-999,-999,-999,,,,
1994,10,18,MARE,0.18,-999,-999,-999,,,,
1994,10,19,MARE,0,-999,-999,-999,,,,
1994,10,20,MARE,0.01,-999,-999,-999,,,,
1994,10,21,MARE,0.04,-999,-999,-999,,,,
1994,10,22,MARE,0,-999,-999,-999,,,,
1994,10,23,MARE,0,-999,-999,-999,,,,
1994,10,24,MARE,0,-999,-999,-999,,,,
1994,10,25,MARE,0,-999,-999,-999,,,,
1994,10,26,MARE,0,-999,-999,-999,,,,
1994,10,27,MARE,0,-999,-999,-999,,,,
1994,10,28,MARE,0,-999,-999,-999,,,,
1994,10,29,MARE,0,-999,-999,-999,,,,
1994,10,30,MARE,0.01,-999,-999,-999,,,,
1994,10,31,MARE,0.5,-999,-999,-999,,,,
1994,11,1,MARE,0.01,-999,-999,-999,,,,
1994,11,2,MARE,0,-999,-999,-999,,,,
1994,11,3,MARE,0,-999,-999,-999,,,,
1994,11,4,MARE,0.5,-999,-999,-999,,,,
1994,11,5,MARE,1.11,-999,-999,-999,,,,
1994,11,6,MARE,0.01,-999,-999,-999,,,,
1994,11,7,MARE,0,-999,-999,-999,,,,
1994,11,8,MARE,0.16,-999,-999,-999,,,,
1994,11,9,MARE,0.81,-999,-999,-999,,,,
1994,11,10,MARE,0,-999,-999,-999,,,,
1994,11,11,MARE,0,-999,-999,-999,,,,
1994,11,12,MARE,0,-999,-999,-999,,,,
1994,11,13,MARE,0.16,-999,-999,-999,,,,
1994,11,14,MARE,0.01,-999,-999,-999,,,,
1994,11,15,MARE,0,-999,-999,-999,,,,
1994,11,16,MARE,0,-999,-999,-999,,,,
1994,11,17,MARE,-999,-999,-999,-999,,,,
1994,11,18,MARE,0.04,-999,-999,-999,,,,
1994,11,19,MARE,1.58,-999,-999,-999,,,,
1994,11,20,MARE,1.11,-999,-999,-999,,,,
1994,11,21,MARE,0,-999,-999,-999,,,,
1994,11,22,MARE,0,-999,-999,-999,,,,
1994,11,23,MARE,0,-999,-999,-999,,,,
1994,11,24,MARE,0,-999,-999,-999,,,,
1994,11,25,MARE,0,-999,-999,-999,,,,
1994,11,26,MARE,0.02,-999,-999,-999,,,,
1994,11,27,MARE,0.01,-999,-999,-999,,,,
1994,11,28,MARE,0,-999,-999,-999,,,,
1994,11,29,MARE,0,-999,-999,-999,,,,
1994,11,30,MARE,0,-999,-999,-999,,,,
1994,12,1,MARE,0,-999,-999,-999,,,,
1994,12,2,MARE,0.02,-999,-999,-999,,,,
1994,12,3,MARE,0,-999,-999,-999,,,,
1994,12,4,MARE,0,-999,-999,-999,,,,
1994,12,5,MARE,0.01,-999,-999,-999,,,,
1994,12,6,MARE,0.23,-999,-999,-999,,,,
1994,12,7,MARE,0,-999,-999,-999,,,,
1994,12,8,MARE,0.1,-999,-999,-999,,,,
1994,12,9,MARE,0,-999,-999,-999,,,,
1994,12,10,MARE,0,-999,-999,-999,,,,
1994,12,11,MARE,0,-999,-999,-999,,,,
1994,12,12,MARE,0,-999,-999,-999,,,,
1994,12,13,MARE,0,-999,-999,-999,,,,
1994,12,14,MARE,0.01,-999,-999,-999,,,,
1994,12,15,MARE,0.01,-999,-999,-999,,,,
1994,12,16,MARE,0.05,-999,-999,-999,,,,
1994,12,17,MARE,0,-999,-999,-999,,,,
1994,12,18,MARE,0,-999,-999,-999,,,,
1994,12,19,MARE,0,-999,-999,-999,,,,
1994,12,20,MARE,0,-999,-999,-999,,,,
1994,12,21,MARE,0,-999,-999,-999,,,,
1994,12,22,MARE,0,-999,-999,-999,,,,
1994,12,23,MARE,0,-999,-999,-999,,,,
1994,12,24,MARE,0,-999,-999,-999,,,,
1994,12,25,MARE,0.01,-999,-999,-999,,,,
1994,12,26,MARE,0,-999,-999,-999,,,,
1994,12,27,MARE,0,-999,-999,-999,,,,
1994,12,28,MARE,0,-999,-999,-999,,,,
1994,12,29,MARE,0,-999,-999,-999,,,,
1994,12,30,MARE,0,-999,-999,-999,,,,
1994,12,31,MARE,0.18,-999,-999,-999,,,,
1995,1,1,MARE,0,-999,-999,-999,,,,
1995,1,2,MARE,0,-999,-999,-999,,,,
1995,1,3,MARE,0,-999,-999,-999,,,,
1995,1,4,MARE,0.01,-999,-999,-999,,,,
1995,1,5,MARE,0,-999,-999,-999,,,,
1995,1,6,MARE,0.05,-999,-999,-999,,,,
1995,1,7,MARE,0,-999,-999,-999,,,,
1995,1,8,MARE,0,-999,-999,-999,,,,
1995,1,9,MARE,0,-999,-999,-999,,,,
1995,1,10,MARE,0,-999,-999,-999,,,,
1995,1,11,MARE,0.01,-999,-999,-999,,,,
1995,1,12,MARE,0,-999,-999,-999,,,,
1995,1,13,MARE,0,-999,-999,-999,,,,
1995,1,14,MARE,0,-999,-999,-999,,,,
1995,1,15,MARE,0,-999,-999,-999,,,,
1995,1,16,MARE,0.18,-999,-999,-999,,,,
1995,1,17,MARE,0,-999,-999,-999,,,,
1995,1,18,MARE,0,-999,-999,-999,,,,
1995,1,19,MARE,0,-999,-999,-999,,,,
1995,1,20,MARE,0,-999,-999,-999,,,,
1995,1,21,MARE,0,-999,-999,-999,,,,
1995,1,22,MARE,0.19,-999,-999,-999,,,,
1995,1,23,MARE,0.17,-999,-999,-999,,,,
1995,1,24,MARE,0.09,-999,-999,-999,,,,
1995,1,25,MARE,0,-999,-999,-999,,,,
1995,1,26,MARE,0.16,-999,-999,-999,,,,
1995,1,27,MARE,0.01,-999,-999,-999,,,,
1995,1,28,MARE,0,-999,-999,-999,,,,
1995,1,29,MARE,0.02,-999,-999,-999,,,,
1995,1,30,MARE,0,-999,-999,-999,,,,
1995,1,31,MARE,0,-999,-999,-999,,,,
1995,2,1,MARE,0,-999,-999,-999,,,,
1995,2,2,MARE,0,-999,-999,-999,,,,
1995,2,3,MARE,0,-999,-999,-999,,,,
1995,2,4,MARE,0,-999,-999,-999,,,,
1995,2,5,MARE,0,-999,-999,-999,,,,
1995,2,6,MARE,0,-999,-999,-999,,,,
1995,2,7,MARE,0,-999,-999,-999,,,,
1995,2,8,MARE,0,-999,-999,-999,,,,
1995,2,9,MARE,0,-999,-999,-999,,,,
1995,2,10,MARE,0,-999,-999,-999,,,,
1995,2,11,MARE,0,-999,-999,-999,,,,
1995,2,12,MARE,0,-999,-999,-999,,,,
1995,2,13,MARE,0,-999,-999,-999,,,,
1995,2,14,MARE,0.1,-999,-999,-999,,,,
1995,2,15,MARE,0,-999,-999,-999,,,,
1995,2,16,MARE,0,-999,-999,-999,,,,
1995,2,17,MARE,0,-999,-999,-999,,,,
1995,2,18,MARE,0,-999,-999,-999,,,,
1995,2,19,MARE,0,-999,-999,-999,,,,
1995,2,20,MARE,0,-999,-999,-999,,,,
1995,2,21,MARE,0,-999,-999,-999,,,,
1995,2,22,MARE,0,-999,-999,-999,,,,
1995,2,23,MARE,0,-999,-999,-999,,,,
1995,2,24,MARE,0,-999,-999,-999,,,,
1995,2,25,MARE,0,-999,-999,-999,,,,
1995,2,26,MARE,0.52,-999,-999,-999,,,,
1995,2,27,MARE,0,-999,-999,-999,,,,
1995,2,28,MARE,0.01,-999,-999,-999,,,,
1995,3,1,MARE,0,-999,-999,-999,,,,
1995,3,2,MARE,0,-999,-999,-999,,,,
1995,3,3,MARE,0.36,-999,-999,-999,,,,
1995,3,4,MARE,0.05,-999,-999,-999,,,,
1995,3,5,MARE,0.01,-999,-999,-999,,,,
1995,3,6,MARE,0.44,-999,-999,-999,,,,
1995,3,7,MARE,0,-999,-999,-999,,,,
1995,3,8,MARE,0.12,-999,-999,-999,,,,
1995,3,9,MARE,0,-999,-999,-999,,,,
1995,3,10,MARE,0,-999,-999,-999,,,,
1995,3,11,MARE,0,-999,-999,-999,,,,
1995,3,12,MARE,0.75,-999,-999,-999,,,,
1995,3,13,MARE,1.45,-999,-999,-999,,,,
1995,3,14,MARE,0.12,-999,-999,-999,,,,
1995,3,15,MARE,0,-999,-999,-999,,,,
1995,3,16,MARE,0,-999,-999,-999,,,,
1995,3,17,MARE,0,-999,-999,-999,,,,
1995,3,18,MARE,0,-999,-999,-999,,,,
1995,3,19,MARE,0,-999,-999,-999,,,,
1995,3,20,MARE,0,-999,-999,-999,,,,
1995,3,21,MARE,0,-999,-999,-999,,,,
1995,3,22,MARE,0,-999,-999,-999,,,,
1995,3,23,MARE,0,-999,-999,-999,,,,
1995,3,24,MARE,0,-999,-999,-999,,,,
1995,3,25,MARE,0.77,-999,-999,-999,,,,
1995,3,26,MARE,0,-999,-999,-999,,,,
1995,3,27,MARE,0,-999,-999,-999,,,,
1995,3,28,MARE,0.05,-999,-999,-999,,,,
1995,3,29,MARE,0.01,-999,-999,-999,,,,
1995,3,30,MARE,0,-999,-999,-999,,,,
1995,3,31,MARE,0,-999,-999,-999,,,,
1995,4,1,MARE,0,-999,-999,-999,,,,
1995,4,2,MARE,0,-999,-999,-999,,,,
1995,4,3,MARE,0.17,-999,-999,-999,,,,
1995,4,4,MARE,0,-999,-999,-999,,,,
1995,4,5,MARE,0,-999,-999,-999,,,,
1995,4,6,MARE,0,-999,-999,-999,,,,
1995,4,7,MARE,0,-999,-999,-999,,,,
1995,4,8,MARE,0,-999,-999,-999,,,,
1995,4,9,MARE,0,-999,-999,-999,,,,
1995,4,10,MARE,0.25,-999,-999,-999,,,,
1995,4,11,MARE,0,-999,-999,-999,,,,
1995,4,12,MARE,0,-999,-999,-999,,,,
1995,4,13,MARE,0,-999,-999,-999,,,,
1995,4,14,MARE,0,-999,-999,-999,,,,
1995,4,15,MARE,0,-999,-999,-999,,,,
1995,4,16,MARE,0.17,-999,-999,-999,,,,
1995,4,17,MARE,1.06,-999,-999,-999,,,,
1995,4,18,MARE,0,-999,-999,-999,,,,
1995,4,19,MARE,0.12,-999,-999,-999,,,,
1995,4,20,MARE,0,-999,-999,-999,,,,
1995,4,21,MARE,0,-999,-999,-999,,,,
1995,4,22,MARE,1.24,-999,-999,-999,,,,
1995,4,23,MARE,0.18,-999,-999,-999,,,,
1995,4,24,MARE,0.04,-999,-999,-999,,,,
1995,4,25,MARE,0,-999,-999,-999,,,,
1995,4,26,MARE,0,-999,-999,-999,,,,
1995,4,27,MARE,0,-999,-999,-999,,,,
1995,4,28,MARE,0,-999,-999,-999,,,,
1995,4,29,MARE,0.76,-999,-999,-999,,,,
1995,4,30,MARE,0.12,-999,-999,-999,,,,
1995,5,1,MARE,0.01,-999,-999,-999,,,,
1995,5,2,MARE,0.02,-999,-999,-999,,,,
1995,5,3,MARE,0.27,-999,-999,-999,,,,
1995,5,4,MARE,0.01,-999,-999,-999,,,,
1995,5,5,MARE,0.23,-999,-999,-999,,,,
1995,5,6,MARE,1.33,-999,-999,-999,,,,
1995,5,7,MARE,1.36,-999,-999,-999,,,,
1995,5,8,MARE,0,-999,-999,-999,,,,
1995,5,9,MARE,0,-999,-999,-999,,,,
1995,5,10,MARE,0,-999,-999,-999,,,,
1995,5,11,MARE,0,-999,-999,-999,,,,
1995,5,12,MARE,0,-999,-999,-999,,,,
1995,5,13,MARE,0,-999,-999,-999,,,,
1995,5,14,MARE,0,-999,-999,-999,,,,
1995,5,15,MARE,0,-999,-999,-999,,,,
1995,5,16,MARE,0,-999,-999,-999,,,,
1995,5,17,MARE,0.07,-999,-999,-999,,,,
1995,5,18,MARE,0.01,-999,-999,-999,,,,
1995,5,19,MARE,0,-999,-999,-999,,,,
1995,5,20,MARE,0,-999,-999,-999,,,,
1995,5,21,MARE,0,-999,-999,-999,,,,
1995,5,22,MARE,0,-999,-999,-999,,,,
1995,5,23,MARE,0.23,-999,-999,-999,,,,
1995,5,24,MARE,0.85,-999,-999,-999,,,,
1995,5,25,MARE,0.12,-999,-999,-999,,,,
1995,5,26,MARE,1.01,-999,-999,-999,,,,
1995,5,27,MARE,0.41,-999,-999,-999,,,,
1995,5,28,MARE,0,-999,-999,-999,,,,
1995,5,29,MARE,0,-999,-999,-999,,,,
1995,5,30,MARE,0.24,-999,-999,-999,,,,
1995,5,31,MARE,0.03,-999,-999,-999,,,,
1995,6,1,MARE,0,-999,-999,-999,,,,
1995,6,2,MARE,0.01,-999,-999,-999,,,,
1995,6,3,MARE,2.25,-999,-999,-999,,,,
1995,6,4,MARE,0.81,-999,-999,-999,,,,
1995,6,5,MARE,0.91,-999,-999,-999,,,,
1995,6,6,MARE,0,-999,-999,-999,,,,
